Name,C-1,C-2,C-5,C-6,7D-2,7D-3,7D-6,7D-7,14D-3,14D-5,14D-6,14D-7,21D-3,21D-5,21D-6,21D-7
TRINITY_DN10001_c1_g1_i3,173,81,79,117,264,174,94,138,88,52,94,238,75,95,69,237
TRINITY_DN10001_c1_g1_i2,59,47,24,30,112,62,44,36,39,16,34,80,30,31,15,64
TRINITY_DN10834_c1_g1_i2,7,0,0,1,0,1,0,1,0,2,3,4,2,0,3,0
TRINITY_DN10834_c1_g1_i5,27,7,6,57,0,0,5,18,25,15,23,0,30,0,10,18
TRINITY_DN2616_c0_g1_i1,31,14,13,12,10,0,3,1,15,13,15,22,20,19,40,17
TRINITY_DN10834_c1_g1_i4,362,279,275,270,170,128,348,109,227,491,61,285,347,481,262,327
TRINITY_DN57096_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
TRINITY_DN10834_c1_g1_i6,193,110,62,111,66,22,45,61,100,50,79,129,167,96,95,53
TRINITY_DN2616_c0_g1_i2,331,245,222,238,275,163,211,206,430,533,256,391,432,783,786,581
TRINITY_DN99260_c1_g2_i1,3,1,1,4,9,3,5,3,4,0,2,3,0,1,1,3
TRINITY_DN10834_c1_g1_i9,2,8,0,0,0,0,2,0,2,1,2,3,6,0,2,6
TRINITY_DN40863_c0_g2_i1,12,3,2,2,0,0,0,0,0,0,9,4,1,1,3,0
TRINITY_DN298429_c0_g1_i1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TRINITY_DN120780_c0_g1_i2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0
TRINITY_DN18093_c0_g1_i1,1,2,0,2,0,1,0,0,2,7,1,13,4,2,7,4
TRINITY_DN243286_c0_g1_i1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN102517_c0_g1_i1,10,2,0,2,0,0,0,1,1,0,0,0,2,0,0,0
TRINITY_DN120780_c0_g1_i1,2,2,0,1,0,0,0,0,5,0,0,0,2,0,0,0
TRINITY_DN83481_c0_g1_i1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0
TRINITY_DN132047_c0_g1_i1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
TRINITY_DN5439_c2_g2_i2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN5439_c2_g2_i3,5,1,2,1,0,2,0,0,1,0,1,4,1,8,1,5
TRINITY_DN42383_c0_g4_i1,4,1,0,3,7,6,1,0,2,0,0,12,1,5,0,9
TRINITY_DN5439_c2_g2_i5,0,0,9,0,0,0,0,3,0,0,0,0,19,0,0,0
TRINITY_DN232576_c0_g1_i1,4,0,0,0,5,0,1,0,3,0,0,1,0,0,2,1
TRINITY_DN32016_c0_g2_i1,4,0,0,0,1,8,0,4,0,0,2,2,0,0,3,2
TRINITY_DN241253_c0_g1_i1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
TRINITY_DN315143_c0_g1_i1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
TRINITY_DN12146_c2_g1_i2,0,0,0,0,0,0,0,0,0,6,1,7,2,22,3,7
TRINITY_DN12146_c2_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN12146_c2_g1_i3,4,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0
TRINITY_DN356628_c0_g1_i1,3,0,2,0,2,0,2,1,0,1,0,0,0,2,0,2
TRINITY_DN31990_c0_g1_i1,6,2,0,0,6,8,1,0,2,0,1,5,4,1,2,1
TRINITY_DN17446_c0_g1_i2,67,132,106,79,41,39,78,45,88,135,66,43,103,105,106,107
TRINITY_DN42753_c0_g1_i1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2
TRINITY_DN3152_c0_g2_i1,586,427,370,265,718,151,445,326,499,677,330,601,647,552,930,560
TRINITY_DN111072_c0_g1_i1,16,3,3,4,32,22,6,4,5,6,7,18,2,12,7,23
TRINITY_DN17446_c0_g1_i3,10,3,0,11,2,0,0,0,0,3,0,0,0,0,0,3
TRINITY_DN76904_c1_g1_i8,0,4,0,3,0,0,0,0,0,0,0,5,0,0,1,0
TRINITY_DN104785_c0_g1_i1,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,1
TRINITY_DN17446_c0_g1_i8,0,0,0,0,7,0,0,0,0,1,1,0,0,1,0,0
TRINITY_DN67486_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN319658_c0_g1_i1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
TRINITY_DN76904_c1_g1_i1,0,4,0,0,0,0,1,2,1,2,2,1,0,0,0,3
TRINITY_DN103379_c0_g2_i1,1,0,1,0,8,1,0,0,1,0,1,2,0,0,0,0
TRINITY_DN76904_c1_g1_i3,21,13,6,5,5,1,6,4,1,8,19,7,1,5,10,19
TRINITY_DN228929_c0_g1_i1,4,1,1,0,8,4,2,2,1,0,4,4,1,3,1,3
TRINITY_DN155575_c0_g2_i1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN113226_c0_g2_i1,0,0,0,0,3,2,0,0,5,0,0,2,0,0,3,0
TRINITY_DN108270_c0_g1_i1,0,3,2,2,3,0,4,1,1,1,1,1,1,1,0,0
TRINITY_DN37956_c0_g1_i1,15,4,4,2,5,7,7,2,4,5,3,17,3,0,22,0
TRINITY_DN54416_c0_g1_i1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINITY_DN129950_c0_g1_i1,3,0,4,3,6,8,2,1,3,0,1,4,3,0,4,3
TRINITY_DN22169_c0_g2_i3,20,6,6,6,22,15,5,15,0,0,6,27,17,26,0,8
TRINITY_DN51720_c0_g1_i1,6,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0
TRINITY_DN22169_c0_g2_i4,31,0,10,5,32,11,21,0,0,0,0,6,7,0,10,26
TRINITY_DN22169_c0_g2_i9,30,39,27,45,92,107,48,66,38,15,42,107,29,42,9,98
TRINITY_DN54176_c0_g3_i2,180,169,133,268,435,443,177,141,82,48,143,643,134,230,107,501
TRINITY_DN347_c0_g1_i1,17,22,30,31,38,25,92,26,23,28,12,82,45,36,79,11
TRINITY_DN347_c0_g1_i4,184,126,86,57,200,71,169,120,46,86,55,305,183,91,212,28
TRINITY_DN347_c0_g1_i3,449,507,345,229,614,166,451,239,973,921,223,1033,656,1721,1149,794
TRINITY_DN347_c0_g1_i6,42,21,61,0,0,34,0,0,4,1,0,291,82,90,113,30
TRINITY_DN266671_c0_g1_i1,1,3,1,4,8,5,7,3,3,0,1,3,0,4,2,7
TRINITY_DN28990_c0_g1_i1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,1,0
TRINITY_DN347_c0_g1_i8,0,0,41,2,0,0,1,0,0,0,3,0,43,26,10,24
TRINITY_DN42951_c0_g1_i1,6,1,0,0,8,4,1,0,0,0,1,5,4,0,1,0
TRINITY_DN7256_c2_g2_i1,20,56,32,55,20,13,12,9,23,36,22,53,71,42,53,26
TRINITY_DN347_c0_g1_i7,280,6,141,602,434,245,189,450,62,203,609,13,650,551,14,3
TRINITY_DN80353_c1_g1_i1,0,0,0,2,2,0,2,0,0,0,0,2,3,0,3,1
TRINITY_DN162508_c0_g2_i1,3,0,0,1,0,1,0,0,0,0,0,2,1,1,1,0
TRINITY_DN42951_c0_g1_i3,4,6,0,0,8,0,0,0,1,1,1,0,3,0,0,0
TRINITY_DN42951_c0_g1_i2,0,0,0,0,0,20,18,0,15,3,3,38,5,6,6,16
TRINITY_DN87038_c0_g1_i1,3,1,0,0,1,0,0,1,0,0,0,0,1,4,0,0
TRINITY_DN42951_c0_g1_i4,10,0,6,14,23,10,0,9,0,0,6,0,0,3,0,6
TRINITY_DN78269_c0_g1_i1,3,0,5,1,2,0,0,3,1,2,1,4,9,7,2,0
TRINITY_DN32701_c0_g2_i1,8,1,1,6,7,1,1,1,2,0,1,9,4,0,0,2
TRINITY_DN226428_c0_g1_i1,6,0,1,3,0,0,0,0,0,3,3,0,3,10,3,1
TRINITY_DN255707_c0_g1_i1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TRINITY_DN310037_c0_g1_i1,0,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0
TRINITY_DN30333_c2_g1_i1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN21233_c0_g2_i1,31,21,21,13,48,55,34,32,13,6,9,66,17,17,18,76
TRINITY_DN34193_c1_g3_i5,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,1
TRINITY_DN34193_c1_g3_i7,5,0,6,2,15,11,8,6,4,3,3,0,4,3,2,3
TRINITY_DN34193_c1_g3_i6,1,11,0,0,10,0,0,0,0,0,0,16,0,0,0,7
TRINITY_DN237606_c0_g1_i1,1,0,0,1,3,0,1,1,1,0,1,1,0,0,0,0
TRINITY_DN461121_c0_g1_i1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
TRINITY_DN8184_c0_g3_i1,9,1,0,0,8,9,6,2,2,2,1,7,1,5,1,3
TRINITY_DN126542_c0_g3_i1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
TRINITY_DN34377_c0_g1_i1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN8184_c0_g3_i2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN135263_c0_g2_i1,4,3,3,2,13,6,4,2,2,0,1,6,1,5,0,6
TRINITY_DN18376_c0_g3_i1,18,10,19,18,4,40,12,12,7,16,11,38,24,14,9,69
TRINITY_DN18376_c0_g3_i2,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0
TRINITY_DN61548_c0_g2_i1,0,2,1,2,0,0,0,0,0,0,0,1,0,2,0,0
TRINITY_DN297766_c0_g1_i1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN38333_c2_g1_i2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN38333_c2_g1_i4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10304_c0_g1_i11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TRINITY_DN15920_c0_g1_i5,192,81,91,142,294,237,190,132,131,68,128,340,58,117,88,306
TRINITY_DN10304_c0_g1_i13,0,7,0,3,0,10,0,0,1,3,0,0,18,0,0,0
TRINITY_DN10304_c0_g1_i12,3,2,1,4,7,4,8,2,4,11,5,12,2,11,3,17
TRINITY_DN111270_c0_g1_i1,3,0,0,0,3,2,4,3,0,0,0,0,0,0,1,0
TRINITY_DN10304_c0_g1_i15,0,17,0,57,0,4,12,3,4,26,7,0,29,3,5,27
TRINITY_DN227216_c0_g1_i1,1,0,0,0,5,3,3,0,1,0,1,1,1,0,0,2
TRINITY_DN21656_c2_g1_i1,0,0,1,0,8,1,1,0,1,0,0,0,0,1,0,0
TRINITY_DN48028_c0_g3_i1,1,0,0,0,2,0,0,2,1,1,0,5,0,0,0,1
TRINITY_DN20990_c0_g1_i2,11,0,4,0,7,3,0,7,0,0,0,0,0,0,0,0
TRINITY_DN271955_c0_g1_i1,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
TRINITY_DN20990_c0_g1_i1,3,0,0,0,16,4,8,0,0,3,2,14,0,0,0,0
TRINITY_DN20990_c0_g1_i3,4,12,6,10,9,20,3,0,7,0,2,0,6,8,5,30
TRINITY_DN250097_c0_g1_i1,2,0,0,0,5,4,1,2,1,0,0,4,1,2,0,2
TRINITY_DN98068_c0_g3_i1,5,3,6,2,10,11,0,7,4,0,4,13,4,1,2,9
TRINITY_DN331971_c0_g1_i1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
TRINITY_DN18011_c0_g3_i1,11,5,7,14,8,12,9,4,0,3,0,23,11,15,4,12
TRINITY_DN100559_c0_g1_i1,5,4,6,6,25,16,6,8,5,0,1,25,8,3,1,11
TRINITY_DN141014_c0_g1_i1,0,0,0,0,3,0,1,0,1,0,1,1,1,0,1,1
TRINITY_DN18011_c0_g3_i2,30,20,43,59,85,61,33,23,16,6,19,97,23,44,25,72
TRINITY_DN58642_c0_g1_i3,0,2,2,9,2,0,0,0,0,4,0,0,1,0,0,23
TRINITY_DN286298_c0_g1_i1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN273228_c0_g1_i1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN58642_c0_g1_i4,23,13,6,6,23,28,3,0,6,21,22,44,4,6,31,428
TRINITY_DN4643_c0_g2_i11,11,3,3,2,11,2,5,5,4,11,0,6,2,8,4,10
TRINITY_DN452444_c0_g1_i1,2,4,0,0,0,0,0,0,0,1,3,0,1,0,0,0
TRINITY_DN4643_c0_g2_i13,0,3,0,11,14,7,8,7,0,0,6,9,2,5,10,11
TRINITY_DN182285_c0_g1_i1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0
TRINITY_DN4643_c0_g2_i12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4643_c0_g2_i15,21,7,11,18,19,38,18,11,25,8,15,40,18,12,6,40
TRINITY_DN26956_c0_g1_i1,93,51,73,87,219,168,55,74,48,22,48,147,37,77,42,171
TRINITY_DN61005_c0_g2_i1,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,1
TRINITY_DN67411_c0_g1_i1,4,0,1,3,9,3,2,6,1,0,0,0,2,1,2,4
TRINITY_DN58642_c0_g1_i1,62,88,146,123,115,94,45,141,27,153,97,184,114,22,117,841
TRINITY_DN14394_c1_g1_i1,6,3,0,0,2,4,1,0,0,0,0,11,1,2,5,7
TRINITY_DN203438_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1
TRINITY_DN440348_c0_g1_i1,2,0,0,0,2,4,1,1,1,3,3,2,0,2,1,0
TRINITY_DN310920_c0_g1_i1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
TRINITY_DN7216_c0_g1_i4,0,0,0,1,5,1,1,1,0,0,0,0,1,0,0,0
TRINITY_DN7216_c0_g1_i3,10,16,0,3,11,17,8,11,8,2,5,21,8,7,2,18
TRINITY_DN33694_c0_g2_i3,13,7,0,2,19,8,5,10,0,0,6,4,0,9,13,11
TRINITY_DN456941_c0_g1_i1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1
TRINITY_DN333225_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN91061_c0_g1_i1,1,0,0,0,1,0,0,0,2,1,0,2,0,0,0,1
TRINITY_DN290394_c0_g1_i1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
TRINITY_DN421584_c0_g1_i1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN7216_c0_g1_i6,9,3,0,0,0,23,22,2,6,0,0,8,9,3,3,3
TRINITY_DN184243_c0_g1_i1,6,6,5,4,22,11,6,2,3,1,1,6,2,3,0,15
TRINITY_DN7216_c0_g1_i5,2,5,0,3,3,8,4,13,0,0,0,6,3,10,2,0
TRINITY_DN7216_c0_g1_i7,13,0,5,6,33,0,4,0,2,5,1,5,0,0,0,4
TRINITY_DN133033_c0_g1_i1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
TRINITY_DN7216_c0_g1_i9,0,0,0,0,6,0,0,0,1,6,0,12,3,4,0,0
TRINITY_DN106040_c0_g1_i1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN329253_c0_g1_i1,1,0,0,0,4,0,0,1,2,0,1,0,1,0,0,1
TRINITY_DN33694_c0_g2_i1,12,4,7,5,9,14,8,14,9,7,3,14,9,0,0,27
TRINITY_DN349565_c0_g1_i1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TRINITY_DN230889_c0_g1_i1,2,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0
TRINITY_DN46584_c0_g1_i4,0,1,0,1,0,1,0,0,12,0,0,0,6,0,0,30
TRINITY_DN6879_c0_g2_i6,2056,891,978,704,1003,266,767,442,1053,1126,429,974,1015,1223,1198,701
TRINITY_DN1502_c0_g1_i2,66,23,77,16,99,72,54,35,103,85,68,143,88,135,78,56
TRINITY_DN1502_c0_g1_i1,170,198,231,144,298,34,186,163,352,367,86,284,281,384,520,229
TRINITY_DN1502_c0_g1_i3,13,44,0,13,13,0,10,0,6,11,41,16,86,7,0,25
TRINITY_DN8493_c0_g2_i1,2224,496,720,619,985,289,579,322,499,274,195,1531,417,270,804,241
TRINITY_DN23969_c0_g2_i1,2,0,2,6,6,2,0,2,3,0,0,7,1,1,0,4
TRINITY_DN6879_c0_g2_i1,89,61,51,68,7,21,49,38,51,93,54,103,95,87,118,176
TRINITY_DN8493_c0_g2_i2,269,33,115,174,63,21,20,22,28,0,11,74,31,7,82,28
TRINITY_DN438662_c0_g1_i1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN34661_c0_g2_i1,1,0,0,0,1,3,0,0,1,0,1,0,1,1,0,0
TRINITY_DN80971_c0_g1_i10,22,3,1,1,11,17,9,16,8,4,6,19,4,23,7,28
TRINITY_DN19133_c0_g1_i3,14,0,0,10,37,22,0,7,0,0,0,49,23,0,0,11
TRINITY_DN19133_c0_g1_i2,140,93,72,164,263,302,146,194,88,43,103,317,66,135,93,292
TRINITY_DN965_c0_g1_i18,481,267,267,296,951,709,403,338,304,179,277,758,207,351,202,815
TRINITY_DN19133_c0_g1_i5,4,0,0,6,3,0,1,7,0,0,1,8,2,0,0,0
TRINITY_DN1324_c1_g1_i1,4,0,5,6,6,6,4,4,3,1,4,16,1,3,5,15
TRINITY_DN965_c0_g1_i11,11,3,3,2,19,2,5,2,5,0,0,14,3,0,2,11
TRINITY_DN965_c0_g1_i10,0,0,0,0,0,22,0,11,20,0,0,26,0,0,0,0
TRINITY_DN965_c0_g1_i13,228,116,47,238,426,347,157,195,113,30,51,426,89,124,60,352
TRINITY_DN1324_c1_g1_i2,1,0,0,0,5,0,4,0,0,0,0,8,1,0,0,3
TRINITY_DN139111_c0_g1_i1,3,0,0,0,1,0,0,0,3,0,0,1,0,0,0,2
TRINITY_DN47551_c0_g1_i1,0,0,1,0,6,0,0,0,11,7,0,0,0,3,0,1
TRINITY_DN965_c0_g1_i12,169,77,35,102,253,221,86,186,28,16,83,249,57,22,34,272
TRINITY_DN1324_c1_g1_i5,6,5,1,0,6,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN965_c0_g1_i15,85,0,18,18,127,23,20,4,38,0,0,109,0,0,0,46
TRINITY_DN965_c0_g1_i17,62,8,34,26,69,42,29,0,25,7,25,96,14,12,0,62
TRINITY_DN965_c0_g1_i16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN34142_c0_g1_i2,4,0,0,1,2,3,0,0,1,1,0,4,0,0,0,4
TRINITY_DN33589_c0_g1_i1,2,0,0,0,0,3,2,2,1,2,3,0,4,1,0,0
TRINITY_DN34142_c0_g1_i1,0,1,0,2,2,0,0,0,2,1,0,0,0,0,0,0
TRINITY_DN15797_c0_g1_i1,140,96,78,49,51,24,69,39,94,88,30,52,70,67,72,129
TRINITY_DN965_c0_g1_i20,26,0,0,0,0,23,0,0,0,13,0,0,0,10,0,0
TRINITY_DN52835_c0_g1_i1,0,0,2,0,5,1,2,0,3,0,0,3,4,0,0,0
TRINITY_DN26449_c0_g2_i1,1,2,3,0,0,1,0,0,2,3,9,6,4,1,8,7
TRINITY_DN5530_c0_g1_i4,228,107,89,176,344,324,137,188,120,49,112,393,90,123,69,342
TRINITY_DN36859_c0_g1_i1,6,0,1,0,0,0,0,1,2,0,0,2,3,3,0,0
TRINITY_DN60312_c1_g1_i1,3,0,2,1,3,0,4,1,0,1,1,2,1,2,0,4
TRINITY_DN3068_c2_g1_i3,8,18,12,0,5,12,15,9,3,5,3,33,27,18,16,34
TRINITY_DN9248_c0_g2_i3,394,440,212,275,819,21,338,339,397,464,28,522,1055,376,365,148
TRINITY_DN11350_c0_g1_i2,33,19,16,21,70,52,44,21,20,11,23,43,21,18,13,43
TRINITY_DN332740_c0_g1_i1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0
TRINITY_DN9248_c0_g2_i5,34,112,12,31,54,0,15,12,7,18,0,10,47,4,20,0
TRINITY_DN312847_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN3068_c2_g1_i6,3,7,0,22,0,0,10,0,0,4,7,3,10,4,0,5
TRINITY_DN42314_c0_g2_i1,0,0,0,0,0,0,5,0,5,0,0,11,0,0,0,0
TRINITY_DN3068_c2_g1_i8,15,10,0,26,0,1,6,4,1,7,10,4,9,12,15,0
TRINITY_DN965_c0_g1_i22,0,51,45,0,42,46,64,11,50,0,25,17,17,101,59,24
TRINITY_DN270513_c0_g1_i1,3,0,1,1,0,0,0,0,0,0,1,0,4,0,0,1
TRINITY_DN965_c0_g1_i21,68,101,79,0,99,132,22,77,39,13,102,120,71,82,57,243
TRINITY_DN28280_c0_g2_i1,0,4,1,1,10,9,2,4,0,0,2,5,1,0,2,8
TRINITY_DN28605_c0_g2_i1,25,13,21,18,47,58,27,15,4,17,19,94,23,23,29,73
TRINITY_DN965_c0_g1_i23,103,115,84,160,198,229,149,148,102,25,101,317,100,150,102,334
TRINITY_DN965_c0_g1_i26,0,0,50,14,0,0,0,0,7,35,0,0,0,17,0,0
TRINITY_DN254537_c0_g1_i1,6,3,1,2,10,3,0,1,1,2,2,3,0,1,4,4
TRINITY_DN82872_c0_g1_i1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN965_c0_g1_i28,0,0,0,43,0,43,0,8,4,0,5,0,0,0,0,22
TRINITY_DN965_c0_g1_i27,37,0,0,0,103,0,42,28,0,17,0,43,0,0,7,0
TRINITY_DN24417_c0_g1_i2,5,3,2,2,7,0,2,1,1,2,5,9,0,2,2,3
TRINITY_DN30114_c0_g1_i1,1,4,0,0,1,3,1,3,2,1,3,2,1,0,2,2
TRINITY_DN453343_c0_g1_i2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
TRINITY_DN105974_c0_g1_i1,1,2,0,3,5,0,0,0,1,0,0,3,1,3,0,0
TRINITY_DN965_c0_g1_i31,41,0,6,13,95,54,15,20,20,5,0,25,24,16,30,9
TRINITY_DN965_c0_g1_i30,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
TRINITY_DN415528_c0_g1_i1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN613_c1_g2_i2,806,623,542,281,939,271,879,297,513,464,319,1047,1137,468,710,476
TRINITY_DN613_c1_g2_i1,56,8,25,9,34,0,11,5,14,4,2,13,68,7,14,17
TRINITY_DN404166_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN42314_c0_g2_i5,3,1,0,0,2,0,2,0,0,2,3,5,0,0,1,3
TRINITY_DN42314_c0_g2_i4,156,31,90,23,0,1,0,9,0,18,13,0,4,3,7,1
TRINITY_DN613_c1_g2_i3,2,0,2,0,0,19,0,10,0,0,0,0,4,0,2,0
TRINITY_DN19133_c0_g1_i1,12,16,14,0,24,37,33,0,18,10,7,0,0,9,0,70
TRINITY_DN363816_c0_g1_i1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN10383_c0_g1_i9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN346220_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3
TRINITY_DN73382_c1_g1_i2,12,0,2,0,0,1,0,3,1,0,0,0,0,0,0,2
TRINITY_DN18685_c0_g2_i6,3,13,15,13,19,9,4,5,8,16,11,63,28,41,18,125
TRINITY_DN73382_c1_g1_i1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,2,14
TRINITY_DN15057_c1_g1_i1,1,0,3,0,3,0,0,0,1,1,0,3,1,3,1,0
TRINITY_DN16894_c0_g1_i2,43,28,23,42,13,7,1,1,7,6,16,5,1,5,8,22
TRINITY_DN73382_c1_g1_i3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN285435_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN11769_c0_g1_i4,44,45,28,24,51,20,11,0,25,8,28,25,34,27,27,5
TRINITY_DN11769_c0_g1_i3,8,8,2,0,0,0,7,11,11,9,0,0,16,0,7,0
TRINITY_DN4022_c0_g1_i10,168,323,183,227,217,68,240,185,553,907,95,197,166,324,590,364
TRINITY_DN90650_c0_g1_i3,1,3,0,5,12,0,1,0,2,0,1,4,3,0,0,0
TRINITY_DN4022_c0_g1_i13,73,25,163,71,37,40,0,8,57,117,142,95,86,145,140,86
TRINITY_DN234225_c0_g1_i1,6,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0
TRINITY_DN4022_c0_g1_i12,180,153,70,130,0,45,123,90,0,152,10,6,112,21,0,193
TRINITY_DN4022_c0_g1_i15,112,50,87,155,0,20,113,48,0,278,23,4,104,92,0,98
TRINITY_DN11769_c0_g1_i7,6,7,4,5,3,0,1,4,11,13,15,14,10,20,26,22
TRINITY_DN4022_c0_g1_i14,94,24,24,11,90,21,19,0,40,26,47,274,85,98,26,264
TRINITY_DN11769_c0_g1_i9,33,8,11,1,10,0,3,11,6,0,1,16,14,22,2,4
TRINITY_DN20194_c0_g1_i2,2,1,0,0,2,1,2,0,1,0,0,0,3,0,0,0
TRINITY_DN148837_c0_g1_i1,6,1,0,1,1,3,4,3,3,0,0,0,5,3,0,1
TRINITY_DN11769_c0_g1_i2,2,4,4,2,0,3,0,4,7,23,1,33,15,14,25,10
TRINITY_DN20194_c0_g1_i5,197,88,90,142,287,253,134,143,111,38,89,287,74,88,97,327
TRINITY_DN171248_c0_g1_i1,3,0,3,0,0,1,0,0,0,1,3,0,0,0,0,0
TRINITY_DN257918_c0_g1_i1,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0
TRINITY_DN86437_c6_g1_i1,3,0,0,0,2,0,2,1,0,0,0,1,3,0,0,0
TRINITY_DN19026_c0_g6_i1,152,135,120,138,312,287,132,84,41,27,94,390,112,146,97,339
TRINITY_DN344262_c0_g1_i1,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0
TRINITY_DN181762_c0_g2_i2,4,2,1,3,17,3,3,2,1,2,6,5,4,2,0,6
TRINITY_DN181762_c0_g2_i1,3,0,0,0,1,2,0,1,0,0,0,10,0,0,0,0
TRINITY_DN181762_c0_g2_i4,3,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0
TRINITY_DN295030_c0_g1_i1,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0
TRINITY_DN315216_c0_g1_i1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0
TRINITY_DN50679_c0_g1_i1,9,7,6,11,23,11,8,12,4,0,11,32,8,6,4,10
TRINITY_DN5494_c0_g1_i2,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0
TRINITY_DN181762_c0_g2_i9,0,0,0,7,0,0,0,0,2,0,1,0,0,0,1,1
TRINITY_DN284338_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN5494_c0_g1_i1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN5494_c0_g1_i4,7,35,2,19,16,0,23,6,11,10,7,25,5,20,19,12
